cells,compiler,completed,completion_ci95_high,completion_ci95_low,completion_rate,factor,gates_ci95_high,gates_ci95_low,gates_mean,level,runtime_s_ci95_high,runtime_s_ci95_low,runtime_s_mean
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,semantic_aggregate,0.09672050428370071,0.09542336238296595,0.09607193333333333
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,semantic_aggregate,0.42763106095326675,0.3464160057133999,0.38702353333333334
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,semantic_aggregate,0.38179047773932384,0.20009698892734284,0.29094373333333334
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,contiguous_flat,0.0866538961383018,0.08462810386169822,0.08564100000000001
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,contiguous_flat,0.08685585159743808,0.0846757484025619,0.08576579999999999
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,contiguous_flat,0.09796375993230916,0.09605610673435752,0.09700993333333334
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,contiguous_flat,0.4344120689455687,0.34992139772109787,0.3921667333333333
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,contiguous_flat,0.384841830562498,0.2075827027708355,0.2962122666666667
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,round_robin_flat,0.08578727284775726,0.08434952715224271,0.08506839999999999
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,round_robin_flat,0.08782994891308839,0.08525325108691163,0.08654160000000001
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,218.03981558996375,74.36018441003623,146.2,round_robin_flat,0.10033351084218432,0.09705568915781566,0.0986946
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,round_robin_flat,0.43484171976596875,0.3485017469006979,0.3916717333333333
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,round_robin_flat,0.4054348224611861,0.21500424420548045,0.3102195333333333
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,random_commuting_order,0.08647437853078663,0.08475348813588002,0.08561393333333332
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,random_commuting_order,0.08718631470468509,0.08514155196198157,0.08616393333333333
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,152.04523010937186,58.35476989062814,105.2,random_commuting_order,0.09880937049402913,0.09657302950597088,0.0976912
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,random_commuting_order,0.4311079847250094,0.34870041527499057,0.3899042
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,random_commuting_order,0.3964158408490351,0.21012642581763158,0.30327113333333333
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,masked_share_flat,0.08595392077794707,0.08465181255538627,0.08530286666666667
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,masked_share_flat,0.0868937829730458,0.08507555036028754,0.08598466666666667
15,qiskit_opt3,6,0.642535572434923,0.19824228082594664,0.4,schedule,113.59388514492629,-5.59388514492629,54.0,masked_share_flat,0.1543418375956182,0.07732649573771515,0.11583416666666667
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,375.0958716512385,127.43746168209486,251.26666666666668,masked_share_flat,0.43423469508002555,0.35015317158664105,0.3921939333333333
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,masked_share_flat,0.43878561325031545,0.20397185341635132,0.3213787333333334
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,locally_folded,0.09061732117245672,0.08386987882754329,0.0872436
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,locally_folded,0.09156190742788155,0.08408355923878512,0.08782273333333333
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,locally_folded,0.0995354960698875,0.09597930393011252,0.09775740000000001
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,locally_folded,0.4583165795789516,0.34306568708771507,0.40069113333333334
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,locally_folded,0.4233194883408362,0.19010317832583043,0.30671133333333334
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,bridge_qasm2,0.09194525650592673,0.08288714349407326,0.0874162
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,bridge_qasm2,0.09315706823146572,0.08325746510186763,0.08820726666666667
15,qiskit_opt3,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,bridge_qasm2,0.10189691060984479,0.09461242272348852,0.09825466666666666
15,tket_paulisimp,15,1.0,0.7961107336956521,1.0,schedule,362.6579022964414,120.14209770355859,241.4,bridge_qasm2,0.4278479821497722,0.3466576178502278,0.3872528
15,pyzx_full_reduce,15,1.0,0.7961107336956521,1.0,schedule,985.9111534617455,68.35551320492112,527.1333333333333,bridge_qasm2,0.3801076511607687,0.20004301550589798,0.29007533333333335
